题名,作者,来源,发表时间,数据库,被引,下载,摘要,关键词
如何培养向善的人工智能？,高越,中国妇女报,2023-03-01,报纸,0,60,伴随着ChatGPT应用所引发的热烈讨论，AI所存在的风险和问题再度走入公众视线。如何培养向善的AI成为一个重要命题 专家认为 未来需要进一步探索使AI在安全性、可用性和趣味性之间平衡的方法，加深其对于道德伦理、社会准则的理解，收集更加全面的安全数据，让AI从反馈中学习......,人工智能; GPT; 性别歧视; 语言模型;
让智能家电更“聪明”,苏亮,家用电器,2023-03-01,期刊,0,50,"<正>最近ChatGPT火爆全球,其强大的交互能力让用户趋之若鹜,更由于其强大的学习能力,各种脑洞也是纷至沓来。比如,笔者就拜托国外的朋友,询问ChatGPT“2023年中国家电行业的发展趋势”。得到的答案虽然没有惊喜,但是方向没有问题,而且据说ChatGPT还可以不断调校,让TA符合用户的偏好——这就已经有点科幻的影子了。",无
中国企业如何应对AI产业竞争,佘惠敏,经济日报,2023-02-28,报纸,0,83,美国公司OpenAI推出的人工智能聊天机器人ChatGPT“火”出圈了，上线两个月就收获了1亿月活用户，成为历史上增长最快的消费级应用程序。这个速度打破了此前由字节跳动旗下短视频社交平台TikTok创造的9个月收获过亿月活用户的纪录。 这款“现象级”产品背后预示着什么样的未来......,产业竞争; 人工智能领域; 语言模型; 技术突破; 社交平台; 如何应对;
三足鼎立 硅谷AI混战升温,杨月涵,北京商报,2023-02-27,报纸,0,15,在风靡全球的ChatGPT浪潮中，一度被调侃“掉队”的Meta终于要开始反击了。近日，Meta发布了一款新的人工智能大语言模型LLaMA，按照Meta首席执行官扎克伯格的说法，这一模型在生成文本等任务方面有很大的前景。在今年爆火的AIGC领域，微软和谷歌已经牢牢抓住了市场的眼球，如......,GPT; 语言模型; 人工智能;
中小银行开启数字化转型“加速度”,张冰洁,金融时报,2023-02-27,报纸,0,152,建设数据中台、招揽科技人才、增加资金投入……在数字化浪潮中，近年来，大中型银行已然走在了探索的前列，找到了转型发展的大航道。 面对愈发激烈的行业竞争，对中小银行而言，当前，数字化转型已经不再是选择题，而是一道必答题。 近两年，数字化转型的“聚光灯”已经逐......,中小银行; 银行业; 数字化转型; 加速度;
留给“谷歌们”的时间不多了,张天弛,文汇报,2023-02-26,报纸,0,30,ChatGPT一路狂飙，引一众巨头竟“折腰”。“好得吓人”是社交媒体推特首席执行官埃隆·马斯克对它的评价。微软创始人比尔·盖茨更是断言它是人工智能目前为止最重要的创新，“将改变我们的世界”。 去年11月30日，ChatGPT由人工智能研究实验室OpenAI推出。本月初，由它掀起......,太空望远镜;
社会工作：倾听生命的呼喊与细语,王瑞鸿,中国社会工作,2023-02-25,期刊,0,49,<正>ChatGPT一夜之间成了一个超级热门话题，有人甚至称之为自工业革命之后人类又一次重大的技术创新。在此意义上，ChatGPT可能不仅仅是一种技术的进步，很有可能带来人类工作和生活的巨大变革，这是越来越多人的共识。社会工作本身植根于特定社会环境之中，对于ChatGPT这种现象级事件当然不会放过，很多社工同仁关注ChatGPT可能对社会工作行业带来的冲击或创新，也有人更直接地发问：“ChatGPT是否会最终取代真正的社工人？”,无
一场内容生产力的大变革,李丹琳,金融时报,2023-02-24,报纸,0,133,“任何足够先进的技术，都与魔法无异。” 正在热映的科幻电影《流浪地球2》让人们对英国科幻作家亚瑟·克拉克这一有关“魔法”的畅想有了具象的期待：演员吴京饰演的刘培强希望通过面试空间站的航天员以获取让家人进入地下城避难的资格，面试他的不是人，而是经过多重迭代、......,人工智能系统; PGC; UGC; 生产力; 第三次科技革命; 应用场景; 短视频; 爆发点; 九寨沟县; 地震信息; 大变革;
涟漪扩散：内容产业的AIGC变革,罗茂林,上海证券报,2023-02-23,报纸,0,227,对于科学与艺术的关系，法国作家福楼拜曾有过一句颇为精辟的预言：艺术与科学总是在山脚下分手，最后又在山顶上相遇。回望历史，从人工智能这一构想诞生之日起，艺术就是它一路追寻试图攀登的高山。 计算机经历几十年的发展，在AlphaGo攻破人类棋艺巅峰后，这次ChatGPT又开......,人工智能; 内容产业;
基于大型语言模型的工具对电池研究的机遇与挑战 网络首发,吴思远; 王雪龙; 肖睿娟; 李泓,储能科学与技术,2023-02-17 10:46,期刊,0,1013,近期，ChatGPT和GPT-3等大型自然语言模型的出现在学术界引发巨大热议；此外，Nature出版集团指出可以使用ChatGPT辅助文章撰写，这表明人工智能特别是自然语言处理将在学术文献领域引起巨大改变。对于电池领域来说，目前这些工具在电池以及储能领域有什么作用，它们在电池领域存在哪些问题以及如何改进这些问题尚未有文章讨论。我们近期在文献自动化整理与模型试用的基础上归纳了电池领域开展信息自动整理归类的问题与挑战、面对大型语言模型电池领域特别是储能从业人员如何面对以及学习。我们强调由于一些术语未按照标准化书写导致电池领域获取高质量数据集存在较大阻碍，这些将限制着电池研究中引入大型语言模型技术的发展。,二次电池; 自然语言处理; 自动化;
人工智能大规模语言模型的运行逻辑与传媒应对,汤代禄,中国传媒科技,2023-02-15,期刊,0,8,【目的】以ChatGPT为代表的智能聊天机器人，呈现出的具备内在逻辑的内容自动生成能力，突破特定局限而扩展到更广泛领域的普适能力，引发了传媒业的广泛关注和隐忧。【方法】为理清智能聊天机器人对传媒业的影响，及早谋划应对，文章探究了其背后的人工智能大规模语言模型技术的发展逻辑和运行逻辑，梳理分析了传媒在助力采访、辅助创作等方面的应用方式。【结果】随着逐步迭代完善，人工智能大规模语言模型技术将重塑媒体内容生产传播模式，消解媒体人的创作能力，导致舆论环境更为复杂，形成媒体深度融合发展的新形势。【结论】基于此，文章提出增强相关感知能力、辨别能力、应用能力、安全意识，推进融合共生，健全责任体系的应对新策。,ChatGPT; 人工智能; 大规模语言模型; 智能聊天机器人;
赋能与负能：AIGC的技术红利与风险规制,向安玲,中国传媒科技,2023-02-15,期刊,0,47,【目的】ChatGPT的火爆出圈使得AIGC的应用从小众走向了分众和大众，在技术红利释放的同时也衍生了诸多风险问题，在拓展技术应用的同时完善风险规制有助于产业高质量、可持续发展。【方法】文章从内容供给、信源采纳、模型调优、行业应用等维度对AIGC带来的机遇和挑战进行梳理。【结果】指出目前AIGC已基本可供、可用，部分可塑、可信，未来可替、可期。【结论】“负能”固然存在，“赋能”更为可期，在包容审慎中既要给技术发展以边界约束，更要给技术应用以弹性空间。,AIGC; 技术红利; 风险规制; 技术伦理; ChatGPT;
投教创意人情味十足 基金公司演绎花式陪伴,王鹤静,中国证券报,2023-02-15,报纸,0,13,近期，各家基金公司摩拳擦掌，从解析资产搭配，到运用近期热门的ChatGPT撰写情书，在投资者教育与陪伴的方式上可谓创新百出。 此外，公募基金行业中的知名“夫妻档”基金经理也再度引发关注。从此前披露的公募基金2022年四季报来看，他们的业绩水平与投资思路颇具看点。 资......,基金公司; 投资思路; 基金经理; 公募基金; 行业配置; 博时基金; 人情味;
强智能时代越来越近,苏洁,中国银行保险报,2023-02-15,报纸,0,33,最近，打开手机满眼都是ChatGPT。记者亲测ChatGPT，综合体验良好，能够回答提问且逻辑性较强。 目前来看，ChatGPT似乎无所不能，不少网友感叹“自己要下岗了”。但从目前来看，短期来说不会出现这种替代现象，因为目前ChatGPT还有出错的时候，即便是替代也是较为单一且重复......,强人工智能; 人工智能技术;
AIGC潮涌：喧嚣过后前路何往？,李强,21世纪经济报道,2023-02-13,报纸,0,192,跟进ChatGPT相关领域，几乎成了科技企业们在资本市场的“政治正确”。 汉王科技八天八板、两周翻倍，三六零连续三天涨停，百度港股单日大涨超15%……春节过后的ChatGPT火得意外且夸张，原本波澜不惊的AI企业摇身一变成为备受追捧的ChatGPT概念股。 人们疯狂讨论着ChatGPT到......,人工智能; 基础模型; 模型参数; 语言模型; 概念股; 应用层; GPT;
科技公司竞相加码人工智能赛道,彭思雨; 程竹,中国证券报,2023-02-13,报纸,0,19,时下大热的ChatGPT概念正引得国内科技企业争相宣布在AI赛道的最新进展。中国证券报记者梳理发现，除谷歌为首的一批海外公司外，百度、阿里、京东、网易等国内科技公司也相继宣布将推出类似ChatGPT的智能人机对话工具。同时，以搜索引擎行业为开端，巨头之间开启了对未来市场......,人工智能; 科技公司; 中国证券报; 搜索引擎行业;
The Commercialization of Artificial Intelligence Speeds Up,Ada Wang,China's Foreign Trade,2023-02-10,期刊,0,66,"<正>ChatGPT,a super language model that got famous overnight,has caused a stir in the quiet artificial intelligence sector.Recently,Google announced an artificial intelligence chatbot technology called Bard,in response to ChatGPT.Baidu will launch its ChatGPT-style service,Microsoft has planned to fuse ChatGPT-like technology into its own product services,and BuzzFeed has ""hired"" ChatGPT to write articles.After being on the market for just two months,ChatGPT has attracted the world attention.",无
微软上线新版对话式必应 搜索引擎新时代已到来,李爱琳,第一财经日报,2023-02-09,报纸,0,69,北京时间8日，微软宣布上线新版人工智能搜索引擎必应（Bing）和Edge浏览器，新应用整合了OpenAI的GPT技术，可以类似ChatGPT的方式回答用户问题，进行交互聊天。 微软称，新应用嵌入了OpenAI的GPT-3.5技术，并非ChatGPT本身，桌面版必应即日起开放给公众进行有限预览，预计未......,GPT; 对话式;
以引领性创新推动产业升级与变革,,21世纪经济报道,2023-02-07,报纸,0,44,最近，由美国人工智能实验室OpenAI发布的对话式大型语言模型ChatGPT，在2个多月内打破了获得1亿用户最短时间科技产品的历史纪录。有观点认为，ChatGPT会成为科技行业的下一个颠覆者，可能会颠覆搜索引擎并取代一些传统白领的工作。 ChatGPT是由OpenAI公司在2022年11月推出的......,引领性; 产业升级; 商业应用;
两路资金齐加仓 A股春季行情成色不改,吴玉华,中国证券报,2023-02-07,报纸,0,9,"2月6日,A股市场低开低走,上证指数、深证成指、创业板指分别下跌0.76%、1.18%、1.40%,A股成交额超8700亿元。资金面上,Wind数据显示,上周北向资金累计净流入341.79亿元,两市融资余额增加393.32亿元,两路资金合计加仓A股超730亿元。 分析人士表示,外部扰动因素影响外资流入节奏......",数据显示; 策略分析师; 融资余额; 外资流入; 汉王科技;
人工智能写作改变论文评估方式,王俊美,中国社会科学报,2023-01-30,报纸,0,401,本报综合外媒报道 英国肯特大学法学院讲师克莱尔·威廉姆斯Clare Williams）近日于英国伦敦政治经济学院官网发文称，人工智能写作生成的原创内容不断增加，给教师对学生的评估提出了新要求。威廉姆斯以ChatGPT为例，探讨了教师在评估学生论文时需要注意的问题。 ChatGPT是人......,人工智能; 威廉姆斯; 高等教育机构; 评估方式;
Chat GPT破局，下一代搜索引擎不再是谷歌、百度？,,上海广播电视研究,2023-01-13,期刊,0,4042,"<正>AI对话机器人Chat GPT正在迅速引爆全球。答疑解惑、编写代码、撰写论文、创作诗歌和钢琴曲……当人类绞尽脑汁设下“九九八十一难”，Chat GPT却基本上问什么答什么，就算不会也能编得像模像样，甚至插科打诨。马斯克在使用Chat GPT后的感受是“scarygood”（好得可怕）,甚至断言：我们离强大到危险的AI不远了。",无
如何高效促进我国金融科技的健康普惠发展,姜欣欣,金融时报,2023-04-03,报纸,0,28,须尽快构建人工智能治理框架和行动指南，强调安全可控、共担责任、尊重隐私、敏捷治理原则，注重人工智能技术和伦理规范结合，将数据安全、算法安全、服务安全作为人工智能重要发力方向，形成“技术防范+伦理规范+法律规制”体系。 2023年《政府工作报告》明确要求“大力发......,《政府工作报告》; 数字化转型;
A股三大指数横盘整固 北向资金持续加码,费天元,上海证券报,2023-03-30,报纸,0,1,昨日，A股三大指数全天横盘震荡，盘面热点呈现轮动格局，人工智能概念再度走强，电商股零售股也在阿里巴巴相关消息的驱动下有所升温；前一日领涨的石油石化板块大幅回调，拖累沪指走势。 截至收盘，上证综指报3240.06点，跌0.16%；深证成指报11579.91点，涨0.13%；创业板指......,净买入; 概念股; 阿里巴巴;
AI是效率提升工具 资本热捧也要避泡沫,杜恒峰,每日经济新闻,2023-03-29,报纸,0,49,满屏皆AI。ChatGPT刮起的人工智能风潮，在A股也创造出了ChatGPT概念板块，板块内大部分个股年内股价涨幅巨大，有些涨幅甚至翻倍，整个板块指数从年初至今涨幅也已接近70%。与涨幅相对应的是，资金也在向这一板块集中。Wind数据显示，年初ChatGPT概念股板块整体成交额还只有40......,概念股; 效率提升;
英伟达助燃AIGC A股公司秀布局欲抢“头啖汤”,赵云帆,21世纪经济报道,2023-03-23,报纸,0,8,绝大部分与AIGC概念关联企业均聚焦其应用层商业化前景。而基于算法层或AIGC类芯片的企业在A股难以寻觅。 3月21日，英伟达在其GTC春季发布会上“炸场”——作为OpenAI的重要股东之一，“近水楼台”的英伟达一连秀出了CuLitho加速运算库；与OpenAI合作的基于新架构芯片GraceCP......,企业; 企业管理; AIGC;
技术创新赋能AI产业加速发展,杜娟,社会科学报,2023-03-23,报纸,0,22,今年的政府工作报告指出，近五年来，我国科技创新成果丰硕，构建新型举国体制，组建国家实验室，分批推进全国重点实验室重组。一些关键核心技术攻关取得新突破，载人航天、探月探火、深海深地探测、超级计算机、卫星导航、量子信息、核电技术、大飞机制造、人工智能等领域创......,人工智能技术; 机器人; 语言模型; 技术创新; 人大代表; 加速发展;
管理式医疗见成效,朱艳霞,中国银行保险报,2023-03-21,报纸,0,7,日前，平安健康医疗科技有限公司（股票简称“平安好医生”，以下简称“平安健康”）公布2022年度业绩报告。报告显示，2022年，平安健康战略2.0稳步推进，“管理式医疗+家庭医生会员制+O2O服务”的商业模式取得成效。 报告期内，平安健康总收入约61.6亿元，毛利率上升4个百分......,管理式医疗; 毛利率; 家庭医生;
GPT-4验证大模型进阶之路 行业确立新方向,曲忠芳; 李正豪,中国经营报,2023-03-20,报纸,0,143,火爆全球的通用对话机器人ChatGPT，在上线仅三个半月后，迎来了新的“进化”。3月15日，美国人工智能公司OpenAI推出了大型多模态模型GPT-4。相比于ChatGPT使用的GPT-3.5架构，GPT-4不仅接受文本输入——文本输入上限被提升到2.5万字，更重要的是新增了支持图像输出；在律师考......,人工智能; GPT-4;
谁在领跑中国大模型,胡媛,通信产业报,2023-03-20,报纸,0,16,"本土化的大模型将会更加适应中国语言语境和中国市场。 2022年底,人工智能聊天机器人ChatGPT横空出世,爆火出圈,瞬间成为AI界“顶流”。ChatGPT时代的到来,加速了场景落地,让多领域应用更加智能化和自适应化,但“上知天文、下知地理”的ChatGPT,其背后却是大模型底层逻辑及未......",大模型; GPT; 人工智能; 模型运行;
人工智能的文学创作：实践与问题,余静远,中国社会科学报,2023-03-16,报纸,0,49,在阿兰·图灵（Alan Mathison Turing，1912—1954）、马文·明斯基（Marvin Lee Minsky，1927—2016）和唐纳德·米奇（Donald Michie，1923—2007）等先驱者的推动下，人工智能产业已经开花结果，成为今天席卷全球的人工智能革命。人工智能正在对人类的核心领域形成挑战，因......,文学创作; 人工智能; 机器学习; 文学作品; 输入指令; 创作者; 扫描模式;
GPT-4来了!考试能力惊人，还会“读图编程”,俞陶然,解放日报,2023-03-16,报纸,0,126,北京时间昨日凌晨，OpenAI公司发布了GPT-4，引发全球关注。与ChatGPT不同，这是一个多模态大模型，除了能处理并输出文本，还能处理图像并给出文本分析。在文章生成、问题回答、代码编写等方面，GPT-4的能力也比ChatGPT更强。由于在GRE数学和语文考试中取得高分，有专家称“GP......,GPT-4; 数学解题能力; 语言模型;
人工智能时代，打开工作生活新思路,蒋照生,现代商业银行,2023-03-15,期刊,0,60,<正>当全球产业界的焦点开始重归人工智能，产业和资本在ChatGPT身上看到更大发展潜力的同时，我们每个个体也看到了借助人工智能开拓工作、生活更多可能性的机遇。过去数十年间，以人工智能为代表的数字技术快速发展，无形中重塑了社会生活的诸多领域。从装在手机里的智能语音系统到穿梭于餐厅酒店的智能机器人，各类智能产品都在不断提高人们生活的便捷性和高效率。近期大热的ChatGPT更是凭借其极为强大的语言理解和文本生成能力，让人们看到了人工智能所具备的颠覆性潜力，但与此同时，关于人工智能等科技创新与人类工作生活的关系再次成为各界热议话题。,无
2023年第2期学术信息,,法制与社会发展,2023-03-10,期刊,0,118,<正>“ChatGPT对法律人工智能研发和立法的影响”研讨会举行2023年2月16日，由中国人民大学法学院、中国法学会立法学研究会主办，北大法宝（北京北大英华科技有限公司）协办的“新时代立法理论与实践”系列讲座第一讲“ChatGPT对法律人工智能研发和立法的影响”研讨会举行。本次会议采用线上和线下相结合的形式，来自中国人民大学、北京大学、中国社会科学院、天津市人大常委会等单位的十余位专家学者与会，会议线上旁听人次达1.8万。中国人民大学法学院教授、中国法学会立法学研究会常务副会长冯玉军主持会议。中国人民大学法学院院长、《中国法学》总编辑黄文艺教授，北京大学法学院教授、中国法学会经济法学研究会会长张守文等分别致辞。,无
中国基础研究经费翻番 高水平科技当自强,钱童心,第一财经日报,2023-03-06,报纸,0,28,发动机的原理都是一样的，但是做出来还是有质量不同的；踢足球的技巧都是“盘”和“带”，但是很难有像梅西那样踢得好的——3月5日，科技部部长王志刚在全国两会首场“部长通道”上回答记者提问，对以ChatGPT为代表的认知智能技术做出点评。 ChatGPT不仅是“会聊天的机器人......,科技创新主体; 王志刚; 刘庆峰; 中国科学院院士; 生物医学; 空间科学;
"黄民烈 人类和AI如何相处,一直是个难题",孔月昕,中国企业家,2023-03-05,期刊,0,16,"<正>终极场景是,人和机器人已经不能区分了,机器人可能是人,人也可能是机器人ChatGPT横空出世后,热潮席卷社会各界。《财富》杂志称,没有一款人工聊天机器人能与ChatGPT相提并论。根据使用者的提问,它可以天马行空地吟诗作赋,可以幽默风趣地聊天对话,可以帮助人类敲代码、写论文、写脚本、编故事……与它的对答过程,已非通常意义上的提问和搜索,这种人机交互更像是一场跨物种间的对话。而这也符合科学家对人工聊天机器人的早期设想。早在1966年,麻省理工学院的计算机科学家就推出了一款人机对话软件“Eliza”,其被定位为模拟心理治疗专家的人工智能软件。",无
以美育造就充满创造激情的人,,前线,2023-03-05,期刊,0,22,<正>时下被广泛热议的ChatGPT所拥有的语言理解和文本生成能力，的确不容小觑。但像所有人工智能产品一样，目前ChatGPT仍然很难具有共情体验、价值判断和美感意趣等人的审美特性，所以它无法体验喜悦或惆怅等情感，更不用说古雅或静穆等意境。这就凸显出在科技革命的迅猛浪潮中进一步加强美育的重要意义。因为“美育”这一概念的最初提出，正是要使人摆脱工具化、碎片化的生存困境，使人的感性和精神力量的整体达到尽可能和谐，成为难以被替代的完整的人。,无
“文心一言”能否让家电更懂你？,卢梦琪,中国电子报,2023-03-03,报纸,0,78,随着ChatGPT成为火爆全球的国民级应用，百度推出的中国版ChatGPT“文心一言”，由于在搜索问答、内容创作生成、智能办公等众多领域拥有广阔的想象空间，也吸引了家电行业的关注。近日，TCL、海信视像、美的等家电品牌相继宣布接入“文心一言”，希望借此促进智能家电领域人机......,家电产品; 新一代; 智能家电; 《中国电子报》; 对话式; 智能家居;
数字创新，助力上海迈入智能化时代,范昕茹,IT时报,2023-03-03,报纸,0,47,作为近代中国民族工业的重要发祥地，上海市普陀区见证了上海工业发展的风起云涌。随着上海城市数字化转型的发展，普陀区已经从传统工业迈向数字智能行业。 在2月24日举办的第三届上海数字创新大会上，一个颇具象征意义的环节是，有着92年历史的老字号品牌“英雄”联合上海数......,数字化转型; 交易所; 数据转化; 数据资产;
推进人工智能大模型技术快速发展,王子霖,上海证券报,2023-03-03,报纸,0,111,“我们不应把ChatGPT简单看作是几家互联网公司之间的技术竞争，面对以ChatGPT为代表的人工智能大模型技术的巨大跃升，我们必须迎头赶上，奋起直追。”第六年参加全国两会，全国政协委员、三六零集团创始人周鸿祎将ChatGPT写入了其中一份提案。 “党的二十大报告提出要加快建......,周鸿祎; 人工智能; 中小微企业; 模型技术;
建设先行区 应急在行动,本刊评论员,湖北应急管理,2023-03-02,期刊,0,37,<正>近来，各大平台热搜榜上的“顶流”，非ChatGPT莫属。ChatGPT是由人工智能研究实验室OpenAI在2022年11月30日发布的全新聊天机器人模型。它不仅能像人类一样聊天交流，甚至能完成撰写邮件、视频脚本、文案、翻译、代码等任务。面对这一新事物，大家百感交集。我们一边惊叹于ChatGPT的智慧和能力，一边担忧被人工智能“抢饭碗”，或被其传播的不实信息所误导，产生不良影响和后果。,无
建议提高会计准则对科技创新包容度,杨洁,中国证券报,2023-03-02,报纸,0,29,无,无
