题名,作者,来源,发表时间,数据库,被引,下载,摘要,关键词
可以从APP开发上超越ChatGPT（“查机”）,姜奇平,互联网周刊,2023-03-05,期刊,0,85,<正>“查机”（ChatGPT）最近的火爆，吸引了全球的眼球。“查机”在技术上的发展令人惊叹，不过在商业上，还存在缺乏APP衍生能力的致命短板。可超越的空间在于，将类“查机”型产品做成免费平台，然后通过API体系，与APPs整合为生态。这是近期的主要机会空间。“查机”火了，似乎一夜之间，它成为最火爆的“网红”。它能够做大量超出人们预期的事情。比如，写文章、写诗、写小说、写代码、写营销方案、计算……而且质量能完胜90%的普通人。,无
小冰CEO李笛:别神话ChatGPT,闫俊文,中国企业家,2023-03-05,期刊,0,32,"<正>技术重要,人更重要2007年,乔布斯站在加利福尼亚州圣弗朗西斯科Macworld博览会的舞台上,首次向世界推出了iPhone,他说:“每隔一段时间,就会有一款革命性的产品出现。”当时人们对它极尽嘲讽,流行论调不过是“更方便看网页”,但后来,iPhone被证明就是那款革命性的产品,而苹果也永久地改变了人们的生活。16年后,人们将“永久改变生活”的希望寄托在一款聊天机器人程序——ChatGPT。因为,人们在它的身上发现了iPhone的影子。ChatGPT成了无人不谈的话题,不管是普通人、投资者还是科技巨头。",无
当ChatGPT成为“C教授”,张懿,文汇报,2023-03-06,报纸,0,263,很多专家教授和企业家都曾登上圆桌谈的版面，而ChatGPT则成为了其中第一个AI。实际上，讨论ChatGPT的话题，它自己又怎能缺席呢？当然，提问前，我们先给它安排了一个“教授”的人设。事实也证明，“C教授”在面对记者时，娓娓道来、“头头是道”。 ——假如你是管理学院的一......,管理者; ChatGPT;
正确看待和运用ChatGPT,王悠然,中国社会科学报,2023-03-06,报纸,0,338,ChatGPT面世后火遍全球，从软件工程、数据分析、金融财务、保险、咨询到市场营销、媒体、法律、医疗、科研，都在谈论ChatGPT。ChatGPT多元且强大的功能展现了人工智能发展速度与水平，但人们也应看到，ChatGPT与其他前沿技术工具一样，有局限性和潜在风险。 使用不当会起到......,人类智能; 人工智能技术; ChatGPT; 语言模型; 生成式; 计算机科学; 正确看待;
理解ChatGPT的扩散,张明新; 赵浩天,中国社会科学报,2023-03-06,报纸,0,124,ChatGPT作为新一代人工智能技术的代表，在推出两个月后，月活用户突破1亿，成为史上用户增长速度最快的应用程序。在扩散速度上，以达到1亿用户作为标准，TikTok和Instagram分别花了9个月和2年半时间。埃弗雷特·罗杰斯（Everett Rogers）的创新扩散理论（Diffusion of Innova......,人工智能技术; 创新特征; 数字鸿沟; ChatGPT; 创新扩散理论;
ChatGPT引发互联网治理新变局,郭丰; 李贤达,中国社会科学报,2023-03-06,报纸,0,172,ChatGPT是结合了人类反馈强化学习与大数据预训练语言模型的自然语言处理工具。ChatGPT的问世，引发了国内外的广泛关注，同时也正在人工智能领域引发新一轮的科技竞赛。 实现交互模式上的革新 作为预训练语言模型、大模型“出圈”的代表，ChatGPT实现了自然语言处理领域的新......,互联网治理; 语言模型; ChatGPT; 互联网服务; 自然语言处理; 人工智能; 算法选择;
ChatGPT时代：教育如何创新,海伦·克朗普顿; 任冠虹,中国社会科学报,2023-03-06,报纸,0,744,我们正处于教育史上的一个转折点。ChatGPT 标志着一种新型生成式人工智能 （Generative AI）工具的到来，它改变了我们对教育的看法。在诸多伟大技术的作用下，教育领域正在向更深更广的方向发展。尽管如此，在将21世纪的先进技术应用于教育领域的时候，我们的教学方式依然停......,ChatGPT; 学习者; 人工智能;
ChatGPT的言传与意会,王国成,中国社会科学报,2023-03-06,报纸,0,114,ChatGPT自2022年11月问世以来，大大超出人类写作的平均水平预期，迅速火爆升温，注册用户上亿，引发谷歌、百度等数千亿产业投资，无疑是AIGC（人工智能生成内容）和NLP（自然语言处理）领域的一大进步。但是从某种意义上说，其价值取向、服务目的、技术进步、推广应用和发展......,NLP; 语言模型; ChatGPT; 机器学习; 数字化转型; 交互接口;
多维考察ChatGPT,熊明辉,中国社会科学报,2023-03-06,报纸,0,187,2022年11月30日，OpenAI正式发布了一款聊天机器人ChatGPT，它不仅会聊天，还会编写代码、撰写文案、代写论文、即时翻译……一时让人分不清这是“作业神器”，还是“竞业凶器”。不管你爱它还是恨它，都不能无视它。在商业上，这是一个奇迹；在技术上，这是一项重大革新；而在......,人工智能; 生成性; ChatGPT; 自然语言处理; 钓鱼邮件;
旷视科技研究院张祥雨：ChatGPT核心逻辑在于规模化效应,曲忠芳; 李正豪,中国经营报,2023-03-06,报纸,0,151,“ChatGPT自2022年11月发布以来，我基本上每天都在使用。我主要关注它的逻辑推理能力，而不仅仅是它拥有哪些知识。我认为，逻辑推理能力对判断一个模型是否达到了类似人的思维水平更重要。”近日，通用型对话机器人ChatGPT持续火热，旷视科技研究院基础科研负责人张祥雨在接......,视觉模型; ChatGPT; 人工智能; 判别式模型; 数据量; 逻辑推理能力; 规模化效应; 陈家昌; 研究院;
辩证看待ChatGPT影响智能社会治理的效用,刘鲁宁; 刘勉,中国社会科学报,2023-03-06,报纸,0,278,ChatGPT是LLM（大型语言模型）与RLHF（基于人类反馈的强化学习）技术融合革新的生成式AI代表性产品，推动语言模型与人类意图的一致性，是从“弱人工智能”向“强人工智能”迈出的坚实一步。其采用Web浏览器对话交互，不仅能够满足基本对话需要，还可以驾驭各种风格文体，直面......,人工智能技术; ChatGPT; 智能社会; 治理体系; 辩证看待; 语言模型; 需求侧; 民众诉求;
ChatGPT如何影响社会生产生活,周宏春,中国社会科学报,2023-03-06,报纸,0,254,ChatGPT是什么？是一种基于数据训练的人工智能聊天机器人。从构词看，Chat是聊天，GPT是生成式预训练转换器（Generative Pre-trained Transformer）。ChatGPT训练所需的大量文本数据，主要来自书籍、文章、网站等广泛而多样的文本，含有不同的内容和写作风格；采用人类反馈强......,人工智能技术; ChatGPT; 应用场景; 聊天机器人; 区块链;
ChatGPT爆火，中国人工智能向何处去,赵广立,中国科学报,2023-03-06,报纸,0,346,“为什么一款聊天机器人能引起全球热议，尤其是引起人工智能（AI）产学研各界高度关注？” 近日，在一场学术分享活动上，西安电子科技大学人工智能研究院院长焦李成将上述问题抛出，然后给出了自己的答案：“它让大众见识到了人工智能的力量。” ChatGPT会不会将人工智能带......,人工智能; ChatGPT;
ChatGPT引发人机关系新思考,成素梅,中国社会科学报,2023-03-06,报纸,0,385,ChatGPT的发布成为全球关注热点，相关讨论爆燃各界，视域多元，观点各异，引发了许多深度思考。ChatGPT是人工智能与自然语言处理技术发展的新进展。然而，就像人类社会由于语言的诞生而得到迅速发展一样，机器的语言感知力和认知力的突破性提高和内容生成成本的大幅度降低，......,人机关系; 智能机器; ChatGPT; 人工智能; 智能产品; 生产自动化; 人机合作;
ChatGPT的“创造性破坏”效应及其风险应对,高奇琦,中国社会科学报,2023-03-06,报纸,0,236,2022年底OpenAI发布的ChatGPT，在世界范围内引发了使用的浪潮，鲜明反映了一种通用人工智能突破的可能性。考察ChatGPT所代表的通用大模型的生产力意义，进而分析ChatGPT可能造成的“创造性破坏”效应及其风险，对于我们积极应对通用大模型带来的整体性风险具有积极的现实意义......,创造性破坏; ChatGPT; 深度神经网络; 人工智能; 开放创新; 第四次工业革命; 生产力; 风险共担; 不完备性; 审慎监管; 参数量; 风险应对;
“火出圈”后 ChatGPT能为企业管理带来什么,张懿,文汇报,2023-03-06,报纸,0,124,张诚 复旦大学管理学院信息管理与商业智能系教授、系主任 Cha tGPT和之前的人工智能不同，它表现出总结和归纳的能力。因此，它对于企业战略制定、市场分析咨询等方面，很可能会产生巨大的影响力。 李文文 复旦大学管理学院信息管理与商业智能系讲师 仅就目前AI在企业管理......,复旦大学管理学院; 管理者; 技术性能力; 数字素养; 人工智能; ChatGPT;
从ChatGPT谈人工智能时代的管理范式变革,齐佳音,中国社会科学报,2023-03-06,报纸,0,173,由美国OpenAI人工智能公司发布的对话式大型语言模型ChatGPT引发的全球关注还在持续发酵。埃隆·马斯克评价说其不亚于iPhone，比尔·盖茨说其不亚于重新发明互联网，360董事长周鸿祎认为其可类比蒸汽机和电力的发明。毫无疑问，ChatGPT的惊人表现引发了各领域对人工智能社会效......,人工智能; 管理范式; 理论构建; ChatGPT; 共生系统; 范式变革;
