题名,作者,来源,发表时间,数据库,被引,下载,摘要,关键词
ChatGPT：形成机理与问题应对,沈威,中国社会科学报,2023-03-07,报纸,0,341,2018年以前，在人工语言处理领域没有什么里程碑式的产品，甚至可以说没有什么像样的产品。但2018年，BERT（Bidirectional Encoder Representation from Transformers）和GPT（Generative Pre-trained Transformer）两个语言模型问世，且有一争高下之势，语言模型开始走向人类......,语言模型; 知识面; 文本生成; 自然语言生成; ChatGPT; 问题应对; 形成机理;
ChatGPT爆红确立智能传播的主流地位,方兴东,中国社会科学报,2023-03-07,报纸,0,215,从人类信息传播的视角看，ChatGPT爆红标志着数据和算法驱动的智能传播正式确立主流地位，也意味着人类信息传播的又一次范式转变，并将引发社会各层面、各领域的基础性变革。 智能传播有着漫长发展历程 以全球50亿网民为基础的社交传播是当今主导性的信息传播机制，但开始陷......,主流地位; 杀手级; 传播格局; ChatGPT; 曼纽尔·卡斯特; 信息传播; 大教堂模式; 社交媒体; 人工智能领域; 大集市模式;
ChatGPT与信任的未来,闫宏秀,中国社会科学报,2023-03-07,报纸,0,197,随着数字技术的不断发展，技术本身已超越了传统意义上仅代替人类危险、恶劣、枯燥乏味工作的层级，而是以更加符合人性的方式不断满足人类的多样化需求。生成式人工智能以一种颇为微妙的方式，使个性得以展现的同时又被压制。近期，ChatGPT正在以便捷且易用的问答模式成为人工......,人工智能技术; 技术理性; ChatGPT; 人与技术; 数据科学; 同质性; 问答模式; 技术依赖; 单向度; 数字化转型; 生成式;
积极应对ChatGPT的伦理挑战,段伟文,中国社会科学报,2023-03-07,报纸,0,479,自图灵等人工智能先驱提出让计算机可以像人一样思考和行动以来，人工智能会不会构建出类似人类的智能甚至超越后者，一直是一个在探索之中和争论不休的问题。在近年来新一波数据驱动的人工智能热潮中，这一问题的焦点逐渐从理论上的可能性之争，转换为如何应对技术上可能出现......,人工智能; 人类智能; ChatGPT; 伦理挑战; 人机交互; 生成式; 智能生态系统; 积极应对;
ChatGPT：一个人机环境系统智能的初级产品,刘伟,中国社会科学报,2023-03-07,报纸,0,86,目前，ChatGPT可谓成果斐然，但远未达到接近人类心智的水平。粗略地看，人工智能技术可以说是人类使用数学计算模拟自身及其他智能的技术，最初是使用基于规则的数学模型建立起的机器智能（如专家系统），然后是借助基于统计概率的数据处理实现机器学习及分类，下一步则是试图......,人类智能; 本质特征; ChatGPT; 人工智能技术; 初级产品;
传播学视野中的ChatGPT技术逻辑,张洪忠; 刘绍强,中国社会科学报,2023-03-07,报纸,0,311,基于大语言模型开发而成的人工智能产品ChatGPT在推出后立即引起社会广泛关注，短短两个月内用户数量已经突破1亿。ChatGPT是OpenAI公司GPT-3.5模型的直接应用，通俗地说，GPT模型不同于以往以句段为单位的块状文本拼接生成方式，它从底层算法上实现了基于概率的“字词接龙式”......,技术逻辑; 自然语言处理; 任务型; 体验感; 传播学; 人工智能技术; ChatGPT;
ChatGPT冲击与文科教育变革,刘永谋,中国社会科学报,2023-03-07,报纸,0,686,从教育的视角看，以ChatGPT、DALL·E 2等为代表的AIGC（AI Generated Content，即人工智能生成内容）技术，可视为知识生产、学习的辅助工具，能够帮助老师和学生更好地完成教学科研任务。近来，AIGC的新突破明显与文科知识活动更相关，比如，ChatGPT擅长文字工作和翻译、编程......,文科教育; 超越性; ChatGPT; 文科教师;
苹果阻ChatGPT驱动的应用更新 OpenAI启用新模型应对,李孟林,每日经济新闻,2023-03-07,报纸,0,72,据媒体3月2日报道，苹果公司上周阻止了一款使用ChatGPT功能的电邮应用的更新，因为担心其可能生成不适合青少年儿童的内容。 如何避免AI做出违反伦理道德的回答一直是生成式AI面临的挑战。 而在上述报道的前一天，OpenAI推出了官方的ChatGPT应用程序接口（API），成本直降90......,年龄限制; API; 应用程序接口; 内容过滤; ChatGPT; OpenAI;
超越ChatGPT：生成式AI的机遇、风险与挑战 网络首发,陈永伟,山东大学学报(哲学社会科学版),2023-03-06 12:09,期刊,0,6532,以ChatGPT为代表的生成式AI的崛起是人工智能领域的一次重大变革，也可能成为由专用性人工智能转向通用性人工智能的关键转折点。生成式AI的爆发由算法、算力和数据的进步共同推动，其中算法层面的突破最为关键。生成式AI在消费端的应用场景主要有内容生产、便捷交互、简化操作，这些应用将会同时对消费者的消费品数量、质量、多样性，以及拥有的闲暇等因素产生显著影响。生成式AI对产业端的影响主要体现为加速自动化、通过“组合式创新”促进技术进步、实现对新要素尤其是新数据要素的创造，靠近生产领域的代表性应用有工业设计、药物研发、材料科学、合成数据等。生成式AI带来的问题主要有失业问题、收入分配和不平等问题、竞争和垄断问题、知识产权问题、安全和隐私问题、道德和伦理问题、能源和环保问题。为此，应从产业政策、就业和保障政策、法律法规建设等方面制定有针对性的政策。,生成式AI; AIGC; ChatGPT;
人机之间的工作竞争：挑战与出路——从风靡全球的ChatGPT谈起,孙伟平,思想理论教育,2023-03-06,期刊,0,3104,智能技术的快速发展和广泛应用不仅正在重塑整个社会，而且正在重塑各个行业、职业和工作岗位。由于ChatGPT之类智能系统与普通劳动者相比表现出越来越明显的工作优势，这不仅对原本由人承担的工作构成严峻挑战，造成汹涌的“技术性失业潮”，而且对普通劳动者提出了更高的工作技能要求。只有做好社会顶层设计，通过教育、培训使每个人不断提升，通过重塑社会分工体系保障每个人的工作权利，在普遍减少每个人的必要劳动时间的基础上增加自由时间，才可能“化挑战为机遇”，让劳动成为每个人“生活的第一需要”，促进每个人的自由发展。,人工智能; ChatGPT; 劳动;
当ChatGPT成为“C教授”,张懿,文汇报,2023-03-06,报纸,0,263,很多专家教授和企业家都曾登上圆桌谈的版面，而ChatGPT则成为了其中第一个AI。实际上，讨论ChatGPT的话题，它自己又怎能缺席呢？当然，提问前，我们先给它安排了一个“教授”的人设。事实也证明，“C教授”在面对记者时，娓娓道来、“头头是道”。 ——假如你是管理学院的一......,管理者; ChatGPT;
正确看待和运用ChatGPT,王悠然,中国社会科学报,2023-03-06,报纸,0,338,ChatGPT面世后火遍全球，从软件工程、数据分析、金融财务、保险、咨询到市场营销、媒体、法律、医疗、科研，都在谈论ChatGPT。ChatGPT多元且强大的功能展现了人工智能发展速度与水平，但人们也应看到，ChatGPT与其他前沿技术工具一样，有局限性和潜在风险。 使用不当会起到......,人类智能; 人工智能技术; ChatGPT; 语言模型; 生成式; 计算机科学; 正确看待;
理解ChatGPT的扩散,张明新; 赵浩天,中国社会科学报,2023-03-06,报纸,0,124,ChatGPT作为新一代人工智能技术的代表，在推出两个月后，月活用户突破1亿，成为史上用户增长速度最快的应用程序。在扩散速度上，以达到1亿用户作为标准，TikTok和Instagram分别花了9个月和2年半时间。埃弗雷特·罗杰斯（Everett Rogers）的创新扩散理论（Diffusion of Innova......,人工智能技术; 创新特征; 数字鸿沟; ChatGPT; 创新扩散理论;
ChatGPT引发互联网治理新变局,郭丰; 李贤达,中国社会科学报,2023-03-06,报纸,0,172,ChatGPT是结合了人类反馈强化学习与大数据预训练语言模型的自然语言处理工具。ChatGPT的问世，引发了国内外的广泛关注，同时也正在人工智能领域引发新一轮的科技竞赛。 实现交互模式上的革新 作为预训练语言模型、大模型“出圈”的代表，ChatGPT实现了自然语言处理领域的新......,互联网治理; 语言模型; ChatGPT; 互联网服务; 自然语言处理; 人工智能; 算法选择;
ChatGPT时代：教育如何创新,海伦·克朗普顿; 任冠虹,中国社会科学报,2023-03-06,报纸,0,744,我们正处于教育史上的一个转折点。ChatGPT 标志着一种新型生成式人工智能 （Generative AI）工具的到来，它改变了我们对教育的看法。在诸多伟大技术的作用下，教育领域正在向更深更广的方向发展。尽管如此，在将21世纪的先进技术应用于教育领域的时候，我们的教学方式依然停......,ChatGPT; 学习者; 人工智能;
ChatGPT的言传与意会,王国成,中国社会科学报,2023-03-06,报纸,0,114,ChatGPT自2022年11月问世以来，大大超出人类写作的平均水平预期，迅速火爆升温，注册用户上亿，引发谷歌、百度等数千亿产业投资，无疑是AIGC（人工智能生成内容）和NLP（自然语言处理）领域的一大进步。但是从某种意义上说，其价值取向、服务目的、技术进步、推广应用和发展......,NLP; 语言模型; ChatGPT; 机器学习; 数字化转型; 交互接口;
多维考察ChatGPT,熊明辉,中国社会科学报,2023-03-06,报纸,0,187,2022年11月30日，OpenAI正式发布了一款聊天机器人ChatGPT，它不仅会聊天，还会编写代码、撰写文案、代写论文、即时翻译……一时让人分不清这是“作业神器”，还是“竞业凶器”。不管你爱它还是恨它，都不能无视它。在商业上，这是一个奇迹；在技术上，这是一项重大革新；而在......,人工智能; 生成性; ChatGPT; 自然语言处理; 钓鱼邮件;
旷视科技研究院张祥雨：ChatGPT核心逻辑在于规模化效应,曲忠芳; 李正豪,中国经营报,2023-03-06,报纸,0,151,“ChatGPT自2022年11月发布以来，我基本上每天都在使用。我主要关注它的逻辑推理能力，而不仅仅是它拥有哪些知识。我认为，逻辑推理能力对判断一个模型是否达到了类似人的思维水平更重要。”近日，通用型对话机器人ChatGPT持续火热，旷视科技研究院基础科研负责人张祥雨在接......,视觉模型; ChatGPT; 人工智能; 判别式模型; 数据量; 逻辑推理能力; 规模化效应; 陈家昌; 研究院;
辩证看待ChatGPT影响智能社会治理的效用,刘鲁宁; 刘勉,中国社会科学报,2023-03-06,报纸,0,278,ChatGPT是LLM（大型语言模型）与RLHF（基于人类反馈的强化学习）技术融合革新的生成式AI代表性产品，推动语言模型与人类意图的一致性，是从“弱人工智能”向“强人工智能”迈出的坚实一步。其采用Web浏览器对话交互，不仅能够满足基本对话需要，还可以驾驭各种风格文体，直面......,人工智能技术; ChatGPT; 智能社会; 治理体系; 辩证看待; 语言模型; 需求侧; 民众诉求;
ChatGPT如何影响社会生产生活,周宏春,中国社会科学报,2023-03-06,报纸,0,254,ChatGPT是什么？是一种基于数据训练的人工智能聊天机器人。从构词看，Chat是聊天，GPT是生成式预训练转换器（Generative Pre-trained Transformer）。ChatGPT训练所需的大量文本数据，主要来自书籍、文章、网站等广泛而多样的文本，含有不同的内容和写作风格；采用人类反馈强......,人工智能技术; ChatGPT; 应用场景; 聊天机器人; 区块链;
ChatGPT爆火，中国人工智能向何处去,赵广立,中国科学报,2023-03-06,报纸,0,346,“为什么一款聊天机器人能引起全球热议，尤其是引起人工智能（AI）产学研各界高度关注？” 近日，在一场学术分享活动上，西安电子科技大学人工智能研究院院长焦李成将上述问题抛出，然后给出了自己的答案：“它让大众见识到了人工智能的力量。” ChatGPT会不会将人工智能带......,人工智能; ChatGPT;
ChatGPT引发人机关系新思考,成素梅,中国社会科学报,2023-03-06,报纸,0,385,ChatGPT的发布成为全球关注热点，相关讨论爆燃各界，视域多元，观点各异，引发了许多深度思考。ChatGPT是人工智能与自然语言处理技术发展的新进展。然而，就像人类社会由于语言的诞生而得到迅速发展一样，机器的语言感知力和认知力的突破性提高和内容生成成本的大幅度降低，......,人机关系; 智能机器; ChatGPT; 人工智能; 智能产品; 生产自动化; 人机合作;
ChatGPT的“创造性破坏”效应及其风险应对,高奇琦,中国社会科学报,2023-03-06,报纸,0,236,2022年底OpenAI发布的ChatGPT，在世界范围内引发了使用的浪潮，鲜明反映了一种通用人工智能突破的可能性。考察ChatGPT所代表的通用大模型的生产力意义，进而分析ChatGPT可能造成的“创造性破坏”效应及其风险，对于我们积极应对通用大模型带来的整体性风险具有积极的现实意义......,创造性破坏; ChatGPT; 深度神经网络; 人工智能; 开放创新; 第四次工业革命; 生产力; 风险共担; 不完备性; 审慎监管; 参数量; 风险应对;
“火出圈”后 ChatGPT能为企业管理带来什么,张懿,文汇报,2023-03-06,报纸,0,124,张诚 复旦大学管理学院信息管理与商业智能系教授、系主任 Cha tGPT和之前的人工智能不同，它表现出总结和归纳的能力。因此，它对于企业战略制定、市场分析咨询等方面，很可能会产生巨大的影响力。 李文文 复旦大学管理学院信息管理与商业智能系讲师 仅就目前AI在企业管理......,复旦大学管理学院; 管理者; 技术性能力; 数字素养; 人工智能; ChatGPT;
从ChatGPT谈人工智能时代的管理范式变革,齐佳音,中国社会科学报,2023-03-06,报纸,0,173,由美国OpenAI人工智能公司发布的对话式大型语言模型ChatGPT引发的全球关注还在持续发酵。埃隆·马斯克评价说其不亚于iPhone，比尔·盖茨说其不亚于重新发明互联网，360董事长周鸿祎认为其可类比蒸汽机和电力的发明。毫无疑问，ChatGPT的惊人表现引发了各领域对人工智能社会效......,人工智能; 管理范式; 理论构建; ChatGPT; 共生系统; 范式变革;
何种生成？能否创造？,肖峰,中国社会科学报,2023-03-06,报纸,0,93,ChatGPT作为生成式人工智能（Generative AI）的新成果，显示出不同于分析式人工智能的若干新功能。它不像后者那样只能分析已存在的信息和数据，演绎（推算）出前提中已包含的结论，而是可以对既有的数据信息进行归纳概括，形成与既成东西并不相同的新东西。比如，生成对某一......,人类智能; 分析式; 人工智能; 生成式;
ChatGPT等语言模型可能构成生存性风险,罗曼·V. 扬波尔斯基; 奥托·巴滕; 王悠然,中国社会科学报,2023-03-06,报纸,0,168,ChatGPT这一写作能力接近人类水平的人工智能在市场上亮相后撼动了技术世界的根基。知识劳动者正在探索如何借助现代人工智能模型完成工作，学生则利用它们帮助自己写论文。新近面世的必应Chat（Bing Chat）甚至可以使用一种在其接受训练期间尚未发布的计算机语言编写代码，它......,人工智能; 生存性; 语言模型; ChatGPT;
周鸿祎:ChatGPT像个油腻中年人,赵东山,中国企业家,2023-03-05,期刊,0,62,"<正>实用主义是国内创新最大的障碍在ChatGPT之前,全世界的科技圈似乎多年未见如此兴奋的场景了。比尔·盖茨曾公开强调:“像ChatGPT这样的人工智能,与个人电脑、互联网同等重要。”而埃隆·马斯克在使用ChatGPT后的感受是“好到吓人”,他甚至断言,“我们离强大到危险的AI不远了。”在国内,一波ChatGPT创业浪潮汹涌袭来。一直保持程序员身份的360集团创始人周鸿祎,对此次技术浪潮同样十分关心,在360集团总部办公区的洗手间墙壁上,甚至都张贴了包含ChatGPT及生成式AI的信息简报。",无
可以从APP开发上超越ChatGPT（“查机”）,姜奇平,互联网周刊,2023-03-05,期刊,0,85,<正>“查机”（ChatGPT）最近的火爆，吸引了全球的眼球。“查机”在技术上的发展令人惊叹，不过在商业上，还存在缺乏APP衍生能力的致命短板。可超越的空间在于，将类“查机”型产品做成免费平台，然后通过API体系，与APPs整合为生态。这是近期的主要机会空间。“查机”火了，似乎一夜之间，它成为最火爆的“网红”。它能够做大量超出人们预期的事情。比如，写文章、写诗、写小说、写代码、写营销方案、计算……而且质量能完胜90%的普通人。,无
小冰CEO李笛:别神话ChatGPT,闫俊文,中国企业家,2023-03-05,期刊,0,32,"<正>技术重要,人更重要2007年,乔布斯站在加利福尼亚州圣弗朗西斯科Macworld博览会的舞台上,首次向世界推出了iPhone,他说:“每隔一段时间,就会有一款革命性的产品出现。”当时人们对它极尽嘲讽,流行论调不过是“更方便看网页”,但后来,iPhone被证明就是那款革命性的产品,而苹果也永久地改变了人们的生活。16年后,人们将“永久改变生活”的希望寄托在一款聊天机器人程序——ChatGPT。因为,人们在它的身上发现了iPhone的影子。ChatGPT成了无人不谈的话题,不管是普通人、投资者还是科技巨头。",无
"投资人谈ChatGPT 二级市场在喧嚣,一级市场静悄悄",孔月昕,中国企业家,2023-03-05,期刊,0,60,"<正>想借力ChatGPT创业,没那么容易2023年伊始,整个创投圈被ChatGPT以及AIGC“包围”了。通俗来说,AIGC即用AI来生成内容,是UGC、PGC以后的升级。在一位科技圈创业者看来,过去两年,元宇宙是最大的叙事,初创公司、投资人等都在围绕这个叙事去找对于自己有利的东西,“但‘元’越来越被证明是太远的事情。从现实的角度来说,无论是上市公司、巨头,还是初创公司,都没做出来具体的‘大东西’,因此导致很多公司,包括FB、微软在栽了跟头后纷纷开始冷处理。”在这种情况下,大家需要找下一个“叙事”。从2022年下半年开始,AIGC因为制图破圈,年底ChatGPT亮相,2023年春节后,二级市场的分析师们纷纷开始写AIGC,一众相关不相关的公司因为概念开始暴涨。",无
"奇点已至,不用嘲笑大厂“碰瓷”ChatGPT",何伊凡,中国企业家,2023-03-05,期刊,0,22,"<正>ChatGPT意味着奇点时刻降临,它引发了更底层的变化,新一代人工智能或许将在物理世界与信息世界,实现人与环境的交互协同,实现知识、计算、推理的闭环1967年4月,美国诗人布劳提根写下了一首“科幻诗”:由爱的恩典机器照管一切",无
再议ChatGPT：它如何影响我们的能源专业认知？,张树伟,能源,2023-03-05,期刊,0,67,"<正>人工智能可能会改变能源行业的研究与发展范式,但ChatGPT还远未到这一步。人工智能（AI）通用性工具——ChatGPT火爆全网,展示了文字理解、自动生成方面的能力。在业内人士看来,它的出现可能仍是人工智能的边际改进。但是对于并未浸淫其中的普通公众,比如作为一个能源专业工作者的笔者看来,无疑是一种“质变”。它意味着相比搜索引擎信息更加强大的理解与组织信息的能力。",无
ChatGPT的发展与法律应对,陈丽平; 谢璐阳,服务外包,2023-03-05,特色期刊,0,221,<正>ChatGPT是目前最先进的人工智能语言模型之一，其具有强大的文本生成能力和广泛的应用场景，因此ChatGPT的发展势必引发大量法律问题，主要包括知识产权、信息保护和综合安全方面。通过探讨ChatGPT发展的法律规则、标准，提出相应的法律规制措施。ChatGPT (Generative Pre-trained Transformer)是由Open AI公司研发的一种基于Transformer的自然语言处理模型。,无
六问ChatGPT：当AI“成精”,佘宗明,服务外包,2023-03-05,特色期刊,0,81,<正>iPhone是范式革命，ChatGPT是核聚变。ChatGPT太火了，火到新晋“叔圈”顶流张颂文都得在热搜上避让三分。要完整理解ChatGPT的内核，原本需要了解很多技术名词，包括但不限于——生成式AI、NLP（自然语言处理）、LLM（大型语言模型)、ILQL（隐式语言Q学习）、RM（奖励模型）、RL（强化学习）、RLHF（基于人类反馈对语言模型进行强化学习的技术）、PMP(偏好模型预训练)、,无
ChatGPT 未来之光 照进现实,无,中国企业家,2023-03-05,期刊,0,65,"<正>今年以来,ChatGPT如同来自未来的一束光,照进了普通人的现实生活。无数人被它惊艳的同时,也掀起了各界学习和讨论的热潮,随之而来的还有关于伦理方面的争议。ChatGPT的持续出圈,也让人们意识到,现在的人工智能居然发展到了这种程度,一个全新人工智能的时代即将来临了吗?它对未来的人类生活将会产生怎样的影响?为此,我们采访了360集团创始人周鸿祎、小冰公司CEO李笛和北京聆心智能科技创始人黄民烈,还邀请了经纬创投、峰瑞资本、明势资本和启明创投等投资机构的几位投资人,请他们一起探讨对ChatGPT的看法,以及AI进化的未来会走向何方。",无
ChatGPT为何引发关注,易宪容,光彩,2023-03-05,期刊,0,0,<正>ChatGPT的问世只是成熟大数据时代的开始，但是，它指引的方向将惠及每一个人，无论你是谁，你在何处。这才是ChatGPT问世真正的意义所在ChatGPT在2022年11月由人工智能研究公司OpenAI推出后迅速惊艳全球。有人认为，ChatGPT并没有技术层面上的突破，只是比此前的简单人机交互，更智慧、更有趣。但事实上，ChatGPT不仅在编辑文本、编写代码、写论文、参与考试、做行业研究报告等领域具有超乎想象的能力，,无
人工智能：ChatGPT究竟改变了什么,孙欣,青岛日报,2023-03-04,报纸,0,152,5天时间用户数破百万、两个月月活用户数即破亿，2023年一开年，美国人工智能公司OpenAI开发的聊天机器人ChatGPT就一路“狂飙”，成为史上增长最快的消费者应用。 ChatGPT的“聪明”，只要与它“聊”过都有所体会。流畅开展多轮日常对话、编写应用程序、撰写科幻小说……不仅......,人工智能; 决策性; 生成式; ChatGPT;
ChatGPT热潮中的冷思考：警惕信息工具用于认知对抗,许鑫; 刘伟超,文化艺术研究,2023-03-03 14:55,期刊,0,1687,ChatGPT作为一款智能信息工具，不仅可以被用于处理客观信息，也隐藏着被用于实施主观认知对抗的相应可能。从技术逻辑、政治逻辑角度对ChatGPT被用于认知对抗的可能性进行初步分析，并对ChatGPT被用于认知对抗的潜在功能与结果进行思考，主要分为四个方面：基于“连接”功能，重构人机交互影响能力；基于“画像”功能，发挥目标用户分析能力；基于“挖掘”功能，提升对抗内容生成能力；基于“省力”功能，提升信息高效投送能力。,ChatGPT; 认知对抗; 人工智能;
大型语言模型会催生学校结构性变革吗？——基于ChatGPT的前瞻性分析,张志祯; 张玲玲; 米天伊; 丘诗萍,中国远程教育,2023-03-03 14:28,期刊,0,2969,自2022年底以来，大型语言模型ChatGPT以爆炸式用户增长与网络传播的方式向公众宣告其诞生，并因其流畅的多轮次对话、对需求的准确理解、实用性高的文本（含程序代码）生成，受到教育领域的广泛关注。对于以ChatGPT为代表的大型语言模型及其衍生应用的教育技术学思考，不能停留在为教师和学生提供使用建议的层面，还需更深入。其中的一个方向是探讨源自教学机器的适应性教学系统及其所支持的个性化学习对学校教学系统结构的可能影响。对ChatGPT教学行为的分析表明：在教学行为（活动、任务）层面，它能够进行对话辅导、技能训练、讲授演示、协同创作、交互评价等活动，但是缺少课时、单元、课程等上层结构，而作为其行为基础的“动作”，也面临可信性与准确性不高的挑战。尽管如此，ChatGPT表现出来的跨领域自然语言理解与生成能力仍为智能教学系统提供了新型“能力基座”，有望大范围改变智能教学系统的开发模式，提升其教学表现，为个性化学习提供更全面、更有效的支撑。学校的教学系统是否会因此产生结构性变革？本文将“会不会”问题，分为“能不能”与“应该不应该”两个问题，分别从事实逻辑层面、实践价值层面进行探讨。分析表明，学校现有的分科课程、班级授课、教师主导等系统结构仍保持稳定，并未受已有的智能教学系统与慕课等资源太大的冲击；基于大型语言模型的教学自动化还需要补足“上层结构”，夯实“基础动作”；对于基础教育，学校教学系统的要素（如教师）可能会发生很大变化，但系统结构很可能会保持稳定。,ChatGPT; 大型语言模型; 智能教学系统; 个性化学习; 学校教育; 系统变革; 教学自动化;
ChatGPT对图书馆智能知识服务的启示与思考,赵瑞雪;黄永文;马玮璐;董文佳;鲜国建,农业图书情报学报,2023-03-03 10:03,期刊,0,1747,[目的/意义]ChatGPT是数智时代AI技术取得重大突破的典型应用，也进一步体现了多模态内容对于人工智能技术更新迭代的迫切需求。研究聚焦ChatGPT，在加深用户对其整体认知的同时，以期结合此类新型人工智能技术，为图书馆开展智能知识服务提供参考与借鉴。[方法/过程]通过分析ChatGPT的发展历程、技术特点、典型应用场景和集成应用路径，对比国内外同类技术产品，总结ChatGPT在技术上的局限与存在的安全风险，在此基础上思考ChatGPT对图书馆产生的影响。[结果/结论]图书馆及相关信息机构可充分融合大数据和人工智能等新型技术，依托高质量的科技资源和知识组织体系，全面提高其智能知识服务水平。,ChatGPT; 人工智能生成内容技术; 智能知识服务; 大规模语言模型;
类ChatGPT让智能网联汽车“再进化”,张依依,中国电子报,2023-03-03,报纸,0,202,ChatGPT的横空出世点燃了众人对科技的热情，它赋予千行百业更多遐想空间。ChatGPT带来的风也刮到了汽车圈，不少类ChatGPT产品均传出在不久之后“上车”的消息。2月14日，集度汽车宣布旗下产品将融合百度“文心一言”的全面能力，支持汽车机器人实现自然交流的再进阶；2月17日......,智能汽车; 自动驾驶; 语音交互; ChatGPT;
ChatGPT添新动能 半导体行业有望迎上行拐点,张韵; 张凌之,中国证券报,2023-03-03,报纸,0,43,3月2日晚，在“基金服务万里行之建行·中证报金牛基金巡讲”线上直播活动中，南方信息创新基金经理郑晓曦、中泰证券研究所副所长兼电子行业首席分析师王芳围绕“布局半导体周期拐点，把握产业复苏新机遇”展开精彩对话。 郑晓曦、王芳认为，半导体板块目前仍处于周期底部位......,半导体产业; 半导体行业; ChatGPT;
生成式人工智能的教育应用与展望——以ChatGPT系统为例,卢宇; 余京蕾; 陈鹏鹤; 李沐云,中国远程教育,2023-03-02 14:02,期刊,0,5450,生成式人工智能（Generative Artificial Intelligence）旨在利用人工智能技术自动化生成文本、图像、视频、音频等多模态数据，受到教育领域的广泛关注。其中，ChatGPT系统因其良好的自然语言理解和生成能力，体现出较高的多领域应用潜力。本研究以ChatGPT作为主要对象，基于其四项核心能力，即启发性内容生成能力、对话情境理解能力、序列任务执行能力和程序语言解析能力，探讨在教师教学、学习过程、教育评价、学业辅导四个方面的潜在教育应用。在此基础上，在真实系统中进行了习题生成、自动解题、辅助批阅等教育应用的初步验证。最后，本文进一步探讨了以ChatGPT为代表的生成式人工智能在教育应用中所面临的局限和对教育的启示。,生成式人工智能; ChatGPT; 大语言模型; 人工智能教育应用;
“阿拉丁神灯”还是“潘多拉魔盒”：ChatGPT教育应用的潜能与风险,王佑镁; 王旦; 梁炜怡; 柳晨晨,现代远程教育研究,2023-03-02 10:46,期刊,1,4926,智能聊天机器人模型ChatGPT，因具有可以针对用户输入内容生成自然语言文本，支持连续多轮对话与上下文理解等特性，吸引了大量教育研究者和工作者的关注。作为AIGC的典型应用，ChatGPT会如何改变教育？它到底是教育的“阿拉丁神灯”还是“潘多拉魔盒”呢？一方面，ChatGPT具有赋能教学创新的潜能，可以提升教学成果的完成度与创意感、增强数字导师的角色感与互动性、提高自适应学习系统的易用性与精准度、促进教学策略与方式的智慧化与创造性，支持教学反馈与评价的生成性与个性化。另一方面，ChatGPT在教育中的应用也可能引发四类风险：学业诚信遭质疑与评估机制失平衡、过度依赖生沉迷与教师地位恐弱化、信息传输不准确与知识水平受限制、伦理意识未加强与伦理风险难应对。显而易见，作为一款现象级生成式人工智能应用，ChatGPT可能引发教育的深刻变革。教育工作者应谨慎地加以使用，积极吸纳ChatGPT带来的教育创新，同时通过发展评估策略、分割教学责任、加速技术革新、制定伦理指南等措施规避其可能带来的教育风险。,人工智能; ChatGPT; AIGC; 教育潜能; 教育风险;
ChatGPT对教育的挑战（笔谈） 网络首发,钟秉林;尚俊杰;王建华;韩云波;刘进,重庆高教研究,2023-03-02 09:19,期刊,0,5985,<正>识变与应变：ChatGPT热潮下的高校教育教学改革作为OpenAI公司开发的人工智能工具，ChatGPT(Chat Generative Pretrained Transformer)使用一种名为“Transformer”的人工神经网络，通过海量文本数据的预训练，具备了强大的自然语言理解和生成能力，可以理解和回答各种形式的语言输入，是目前最先进的对话系统之一。,无
人工智能产业发展对教育行业的影响与挑战——以ChatGPT为例,黄建,经济界,2023-03-02,期刊,0,508,ChatGPT在2023年春节爆火，让很多人参与到跟风使用当中，也引发了一系列其在教育领域的讨论和思考，人工智能对教育的从业者、参与者以及产业结构、互动方式等产生了新的挑战，甚至于是深远的影响。本文探讨ChatGPT等人工智能技术的快速发展会对现有的教育理念、方式等产生怎样的影响，J教育行业如何适应技术的进步带来的教育变革。,人工智能; ChatGPT; 教育理念;
“ChatGPT禁令”频发为哪般,周明阳,经济日报,2023-03-02,报纸,0,331,要说2023年初的互联网热点当属ChatGPT，但是最近多家公司和机构开始对ChatGPT的使用施加限制。以ChatGPT为代表的人工智能技术在给人类带来便利的同时也引发了诸多担忧。 首先是信息泄露和合规风险。摩根大通近日开始限制员工使用ChatGPT，成为第一家在工作场所限制使用ChatG......,人工智能技术; ChatGPT;
从ChatGPT看门店沟通,王新锐,中国眼镜科技杂志,2023-03-01,期刊,0,64,<正>最近，一款名叫ChatGPT的人工智能聊天系统在互联网爆火。ChatGPT不仅通过了谷歌3级工程师的入职测试，就连以色列总统艾萨克·赫尔佐格也使用ChatGPT撰写部分演讲稿，这款聊天机器人在各领域的出色表现引起了热议。据外媒统计，ChatGPT仅推出两个月，就拥有了1亿月活跃用户，堪称史上增长最快的消费类应用。不同于其他人工聊天系统，OpenAI推出的ChatGPT具备高超的意图识别能力和语言理解能力，能够带给使用者更高层次的交互感。,无
从ChatGPT技术看航运业AI的未来,王绍函,中国远洋海运,2023-03-01,期刊,0,111,<正>关键提示将GPT作为连接客户、管理者、从业人员与航运数据之间的桥梁，使GPT成为人类与航运大数据之间的转换器，将人类的需求以机器的方式将数据逻辑转换成现实语言，从而实现航运数据价值的最大化。随着GPT模型在各行业的广泛应用，航运业也开始探索使用GPT模型的可行性。对现阶段GPT类模型产品的特性和行业特点进行科学分析，是有效使用定制类GPT产品的前提条件。,无
